dataset,seed,n_estimators,max_samples,contamination,auc,precision,recall,f1,fpr,threshold,tp,fp,tn,fn
trace,0,200,0.5,0.01,0.9896138297832767,0.9134227017162486,0.9997796903915636,0.954652230925117,0.010473668917131073,0.02124763047851519,68071,6452,609569,15
trace,0,200,0.5,0.05,0.9896138297832767,0.9134227017162486,0.9997796903915636,0.954652230925117,0.010473668917131073,0.1167776848098212,68071,6452,609569,15
trace,0,200,0.5,0.1,0.9896138297832767,0.9134227017162486,0.9997796903915636,0.954652230925117,0.010473668917131073,0.15208596837537597,68071,6452,609569,15
trace,0,200,1.0,auto,0.9942927405474258,0.9502868869623488,0.9997650030843345,0.9743982478867997,0.005780647088329781,0.11841372648613879,68070,3561,612460,16
trace,0,200,1.0,0.01,0.9942927405474258,0.9502868869623488,0.9997650030843345,0.9743982478867997,0.005780647088329781,0.05168079520578572,68070,3561,612460,16
trace,0,200,1.0,0.05,0.9942927405474258,0.9502868869623488,0.9997650030843345,0.9743982478867997,0.005780647088329781,0.13833113901848393,68070,3561,612460,16
trace,0,200,1.0,0.1,0.9942927405474258,0.9502868869623488,0.9997650030843345,0.9743982478867997,0.005780647088329781,0.1719774629434883,68070,3561,612460,16
trace,1,50,auto,auto,0.9547239496159674,0.7093692041594598,0.9999265634638546,0.8299524564183836,0.045279300543325636,0.12030654045121514,68081,27893,588128,5
trace,1,50,auto,0.01,0.9547239496159674,0.7093692041594598,0.9999265634638546,0.8299524564183836,0.045279300543325636,-0.043717333145426696,68081,27893,588128,5
trace,1,50,auto,0.05,0.9547239496159674,0.7093692041594598,0.9999265634638546,0.8299524564183836,0.045279300543325636,0.008040869531530603,68081,27893,588128,5
trace,1,50,auto,0.1,0.9547239496159674,0.7093692041594598,0.9999265634638546,0.8299524564183836,0.045279300543325636,0.04373361919434038,68081,27893,588128,5
trace,1,50,0.5,auto,0.9915310883895652,0.9288277593570483,0.9997796903915636,0.9629985923761963,0.00846724381149344,0.10933751508874157,68071,5216,610805,15
trace,1,50,0.5,0.01,0.9915310883895652,0.9288277593570483,0.9997796903915636,0.9629985923761963,0.00846724381149344,0.028201439770077608,68071,5216,610805,15
trace,1,50,0.5,0.05,0.9915310883895652,0.9288277593570483,0.9997796903915636,0.9629985923761963,0.00846724381149344,0.1204838439092713,68071,5216,610805,15
trace,1,50,0.5,0.1,0.9915310883895652,0.9288277593570483,0.9997796903915636,0.9629985923761963,0.00846724381149344,0.15564820497174892,68071,5216,610805,15
trace,1,50,1.0,auto,0.983975735616867,0.8733514650792836,0.9998531269277091,0.9323308270676691,0.016025427704575008,0.07490211221041088,68076,9872,606149,10
trace,1,50,1.0,0.01,0.983975735616867,0.8733514650792836,0.9998531269277091,0.9323308270676691,0.016025427704575008,-0.0028349090099144547,68076,9872,606149,10
trace,1,50,1.0,0.05,0.983975735616867,0.8733514650792836,0.9998531269277091,0.9323308270676691,0.016025427704575008,0.08911971254018475,68076,9872,606149,10
trace,1,50,1.0,0.1,0.983975735616867,0.8733514650792836,0.9998531269277091,0.9323308270676691,0.016025427704575008,0.12751386978180712,68076,9872,606149,10
trace,1,100,auto,auto,0.8926916382236674,0.5072831990939775,0.9999706253855418,0.6731026846400625,0.10734861311546197,0.08842307029503194,68084,66129,549892,2
trace,1,100,auto,0.01,0.8926916382236674,0.5072831990939775,0.9999706253855418,0.6731026846400625,0.10734861311546197,-0.06643025600590091,68084,66129,549892,2
trace,1,100,auto,0.05,0.8926916382236674,0.5072831990939775,0.9999706253855418,0.6731026846400625,0.10734861311546197,-0.016056016884432034,68084,66129,549892,2
trace,1,100,auto,0.1,0.8926916382236674,0.5072831990939775,0.9999706253855418,0.6731026846400625,0.10734861311546197,0.029925290225702006,68084,66129,549892,2
trace,1,100,0.5,auto,0.9924051197856079,0.934989835723312,0.9997796903915636,0.9662999503158493,0.0076831796318632,0.11039221063957216,68071,4733,611288,15
trace,1,100,0.5,0.01,0.9924051197856079,0.934989835723312,0.9997796903915636,0.9662999503158493,0.0076831796318632,0.026827289651070507,68071,4733,611288,15
trace,1,100,0.5,0.05,0.9924051197856079,0.934989835723312,0.9997796903915636,0.9662999503158493,0.0076831796318632,0.11590529962387847,68071,4733,611288,15
trace,1,100,0.5,0.1,0.9924051197856079,0.934989835723312,0.9997796903915636,0.9662999503158493,0.0076831796318632,0.15536803889616924,68071,4733,611288,15
trace,1,100,1.0,auto,0.9883109046780081,0.9043254158031776,0.9998237523132509,0.9496798314755653,0.01169115987928983,0.0985820525416965,68074,7202,608819,12
trace,1,100,1.0,0.01,0.9883109046780081,0.9043254158031776,0.9998237523132509,0.9496798314755653,0.01169115987928983,0.02393584962337736,68074,7202,608819,12
trace,1,100,1.0,0.05,0.9883109046780081,0.9043254158031776,0.9998237523132509,0.9496798314755653,0.01169115987928983,0.11634986197571717,68074,7202,608819,12
trace,1,100,1.0,0.1,0.9883109046780081,0.9043254158031776,0.9998237523132509,0.9496798314755653,0.01169115987928983,0.15140933762167968,68074,7202,608819,12
trace,1,200,auto,auto,0.8973395213327501,0.5183761106754277,0.9999559380783127,0.6827930299611382,0.1026848110697525,0.09021643161102277,68083,63256,552765,3
trace,1,200,auto,0.01,0.8973395213327501,0.5183761106754277,0.9999559380783127,0.6827930299611382,0.1026848110697525,-0.058605754759695206,68083,63256,552765,3
trace,1,200,auto,0.05,0.8973395213327501,0.5183761106754277,0.9999559380783127,0.6827930299611382,0.1026848110697525,-0.01779704502259316,68083,63256,552765,3
trace,1,200,auto,0.1,0.8973395213327501,0.5183761106754277,0.9999559380783127,0.6827930299611382,0.1026848110697525,0.034050132472480565,68083,63256,552765,3
trace,1,200,0.5,auto,0.9897424686368741,0.9145148722358062,0.9997796903915636,0.9552483861914117,0.0103291933229549,0.10166385623350149,68071,6363,609658,15
trace,1,200,0.5,0.01,0.9897424686368741,0.9145148722358062,0.9997796903915636,0.9552483861914117,0.0103291933229549,0.016251885568175917,68071,6363,609658,15
trace,1,200,0.5,0.05,0.9897424686368741,0.9145148722358062,0.9997796903915636,0.9552483861914117,0.0103291933229549,0.10937580358105709,68071,6363,609658,15
trace,1,200,0.5,0.1,0.9897424686368741,0.9145148722358062,0.9997796903915636,0.9552483861914117,0.0103291933229549,0.14707686023648753,68071,6363,609658,15
trace,1,200,1.0,auto,0.9895810432877579,0.913815091756051,0.9997796903915636,0.9548664931931518,0.010421722636078965,0.09752621535879324,68071,6420,609601,15
trace,1,200,1.0,0.01,0.9895810432877579,0.913815091756051,0.9997796903915636,0.9548664931931518,0.010421722636078965,0.024266205966060994,68071,6420,609601,15
trace,1,200,1.0,0.05,0.9895810432877579,0.913815091756051,0.9997796903915636,0.9548664931931518,0.010421722636078965,0.11520703804285354,68071,6420,609601,15
trace,1,200,1.0,0.1,0.9895810432877579,0.913815091756051,0.9997796903915636,0.9548664931931518,0.010421722636078965,0.1503207754522577,68071,6420,609601,15
trace,2,50,auto,auto,0.9278228430433303,0.6048290381899102,0.9999853126927709,0.7537571614403145,0.07221182394756023,0.09992726693457488,68085,44484,571537,1
trace,2,50,auto,0.01,0.9278228430433303,0.6048290381899102,0.9999853126927709,0.7537571614403145,0.07221182394756023,-0.05908661435964291,68085,44484,571537,1
trace,2,50,auto,0.05,0.9278228430433303,0.6048290381899102,0.9999853126927709,0.7537571614403145,0.07221182394756023,-0.0009658064417665813,68085,44484,571537,1
trace,2,50,auto,0.1,0.9278228430433303,0.6048290381899102,0.9999853126927709,0.7537571614403145,0.07221182394756023,0.032567428305140034,68085,44484,571537,1
trace,2,50,0.5,auto,0.987391538078525,0.8952116676968398,0.9997796903915636,0.9446105810928014,0.01293462398197464,0.09021252018219639,68071,7968,608053,15
trace,2,50,0.5,0.01,0.987391538078525,0.8952116676968398,0.9997796903915636,0.9446105810928014,0.01293462398197464,0.004344714123139859,68071,7968,608053,15
trace,2,50,0.5,0.05,0.987391538078525,0.8952116676968398,0.9997796903915636,0.9446105810928014,0.01293462398197464,0.09723570929021852,68071,7968,608053,15
trace,2,50,0.5,0.1,0.987391538078525,0.8952116676968398,0.9997796903915636,0.9446105810928014,0.01293462398197464,0.13555199329897244,68071,7968,608053,15
trace,2,50,1.0,auto,0.9894591173299659,0.912800364728599,0.9998090650060218,0.9543256087815957,0.010556458302557867,0.0940326024417244,68073,6503,609518,13
trace,2,50,1.0,0.01,0.9894591173299659,0.912800364728599,0.9998090650060218,0.9543256087815957,0.010556458302557867,0.022155194777244036,68073,6503,609518,13
trace,2,50,1.0,0.05,0.9894591173299659,0.912800364728599,0.9998090650060218,0.9543256087815957,0.010556458302557867,0.11247664094916887,68073,6503,609518,13
trace,2,50,1.0,0.1,0.9894591173299659,0.912800364728599,0.9998090650060218,0.9543256087815957,0.010556458302557867,0.1504436753523331,68073,6503,609518,13
trace,2,100,auto,auto,0.9440403017329005,0.6633571720872226,0.9999559380783127,0.7975984067478913,0.05608737364472964,0.10981298469691958,68083,34551,581470,3
trace,2,100,auto,0.01,0.9440403017329005,0.6633571720872226,0.9999559380783127,0.7975984067478913,0.05608737364472964,-0.04829608486568826,68083,34551,581470,3
trace,2,100,auto,0.05,0.9440403017329005,0.6633571720872226,0.9999559380783127,0.7975984067478913,0.05608737364472964,0.008604411261369016,68083,34551,581470,3
trace,2,100,auto,0.1,0.9440403017329005,0.6633571720872226,0.9999559380783127,0.7975984067478913,0.05608737364472964,0.04688433936557279,68083,34551,581470,3
trace,2,100,0.5,auto,0.988376454160618,0.9024154205111888,0.9997796903915636,0.9486057498014187,0.011949267963267486,0.0965644698042778,68071,7361,608660,15
trace,2,100,0.5,0.01,0.988376454160618,0.9024154205111888,0.9997796903915636,0.9486057498014187,0.011949267963267486,0.010280945697165755,68071,7361,608660,15
trace,2,100,0.5,0.05,0.988376454160618,0.9024154205111888,0.9997796903915636,0.9486057498014187,0.011949267963267486,0.10055362023538911,68071,7361,608660,15
trace,2,100,0.5,0.1,0.988376454160618,0.9024154205111888,0.9997796903915636,0.9486057498014187,0.011949267963267486,0.1405099257198154,68071,7361,608660,15
trace,2,100,1.0,auto,0.9915019703292982,0.9285753260217166,0.9997943776987928,0.9628697115860645,0.008499710237151006,0.10314239536463299,68072,5236,610785,14
trace,2,100,1.0,0.01,0.9915019703292982,0.9285753260217166,0.9997943776987928,0.9628697115860645,0.008499710237151006,0.028408344523245144,68072,5236,610785,14
trace,2,100,1.0,0.05,0.9915019703292982,0.9285753260217166,0.9997943776987928,0.9628697115860645,0.008499710237151006,0.12109075710412393,68072,5236,610785,14
trace,2,100,1.0,0.1,0.9915019703292982,0.9285753260217166,0.9997943776987928,0.9628697115860645,0.008499710237151006,0.15605023680186286,68072,5236,610785,14
trace,2,200,auto,auto,0.9384037711510955,0.6420622795601577,0.9999559380783127,0.7820059268107785,0.061613159291647526,0.10667763456352197,68083,37955,578066,3
trace,2,200,auto,0.01,0.9384037711510955,0.6420622795601577,0.9999559380783127,0.7820059268107785,0.061613159291647526,-0.04600235498188732,68083,37955,578066,3
trace,2,200,auto,0.05,0.9384037711510955,0.6420622795601577,0.9999559380783127,0.7820059268107785,0.061613159291647526,0.0018372514641770143,68083,37955,578066,3
trace,2,200,auto,0.1,0.9384037711510955,0.6420622795601577,0.9999559380783127,0.7820059268107785,0.061613159291647526,0.04487726552230109,68083,37955,578066,3
trace,2,200,0.5,auto,0.9873955542882956,0.8948260903856771,0.9998090650060218,0.9444089900110988,0.012988193584309625,0.0885491656905597,68073,8001,608020,13
trace,2,200,0.5,0.01,0.9873955542882956,0.8948260903856771,0.9998090650060218,0.9444089900110988,0.012988193584309625,0.005419287043550325,68073,8001,608020,13
trace,2,200,0.5,0.05,0.9873955542882956,0.8948260903856771,0.9998090650060218,0.9444089900110988,0.012988193584309625,0.09403666798004684,68073,8001,608020,13
trace,2,200,0.5,0.1,0.9873955542882956,0.8948260903856771,0.9998090650060218,0.9444089900110988,0.012988193584309625,0.13510611817196527,68073,8001,608020,13
trace,2,200,1.0,auto,0.990448015169824,0.920438104252586,0.9997796903915636,0.9584697376109714,0.009551622428456173,0.09439378988410918,68071,5884,610137,15
trace,2,200,1.0,0.01,0.990448015169824,0.920438104252586,0.9997796903915636,0.9584697376109714,0.009551622428456173,0.02320505924080174,68071,5884,610137,15
trace,2,200,1.0,0.05,0.990448015169824,0.920438104252586,0.9997796903915636,0.9584697376109714,0.009551622428456173,0.11340352665692616,68071,5884,610137,15
trace,2,200,1.0,0.1,0.990448015169824,0.920438104252586,0.9997796903915636,0.9584697376109714,0.009551622428456173,0.14506511876680012,68071,5884,610137,15
trace,3,50,auto,auto,0.9254054021728902,0.5968894382928732,0.9999559380783127,0.747552827630127,0.07464031258674624,0.10349615690023672,68083,45980,570041,3
trace,3,50,auto,0.01,0.9254054021728902,0.5968894382928732,0.9999559380783127,0.747552827630127,0.07464031258674624,-0.05905856973791079,68083,45980,570041,3
trace,3,50,auto,0.05,0.9254054021728902,0.5968894382928732,0.9999559380783127,0.747552827630127,0.07464031258674624,-0.004672361127616265,68083,45980,570041,3
trace,3,50,auto,0.1,0.9254054021728902,0.5968894382928732,0.9999559380783127,0.747552827630127,0.07464031258674624,0.042208631706151856,68083,45980,570041,3
trace,3,50,0.5,auto,0.9918241788731406,0.9311146675420958,0.9997796903915636,0.964226271840672,0.008175045980575337,0.10227268700920877,68071,5036,610985,15
trace,3,50,0.5,0.01,0.9918241788731406,0.9311146675420958,0.9997796903915636,0.964226271840672,0.008175045980575337,0.020536117991163838,68071,5036,610985,15
trace,3,50,0.5,0.05,0.9918241788731406,0.9311146675420958,0.9997796903915636,0.964226271840672,0.008175045980575337,0.11790682176469086,68071,5036,610985,15
trace,3,50,0.5,0.1,0.9918241788731406,0.9311146675420958,0.9997796903915636,0.964226271840672,0.008175045980575337,0.1529333073485884,68071,5036,610985,15
trace,3,50,1.0,auto,0.989827994047996,0.9156107927797057,0.9997943776987928,0.9558526173893507,0.010184717728778726,0.08111884786742474,68072,6274,609747,14
trace,3,50,1.0,0.01,0.989827994047996,0.9156107927797057,0.9997943776987928,0.9558526173893507,0.010184717728778726,0.013368919834813364,68072,6274,609747,14
trace,3,50,1.0,0.05,0.989827994047996,0.9156107927797057,0.9997943776987928,0.9558526173893507,0.010184717728778726,0.10386930871116479,68072,6274,609747,14
trace,3,50,1.0,0.1,0.989827994047996,0.9156107927797057,0.9997943776987928,0.9558526173893507,0.010184717728778726,0.13184836465058758,68072,6274,609747,14
trace,3,100,auto,auto,0.9497296915143008,0.687278527656911,0.9998678142349382,0.814615380013043,0.05028400005843957,0.11759384627109526,68077,30976,585045,9
trace,3,100,auto,0.01,0.9497296915143008,0.687278527656911,0.9998678142349382,0.814615380013043,0.05028400005843957,-0.04326974885924384,68077,30976,585045,9
trace,3,100,auto,0.05,0.9497296915143008,0.687278527656911,0.9998678142349382,0.814615380013043,0.05028400005843957,0.01438666154104351,68077,30976,585045,9
trace,3,100,auto,0.1,0.9497296915143008,0.687278527656911,0.9998678142349382,0.814615380013043,0.05028400005843957,0.05277495713443414,68077,30976,585045,9
trace,3,100,0.5,auto,0.9910267320086306,0.9249028506209408,0.9997796903915636,0.9608847858614946,0.008972096730468605,0.10023129713787027,68071,5527,610494,15
trace,3,100,0.5,0.01,0.9910267320086306,0.9249028506209408,0.9997796903915636,0.9608847858614946,0.008972096730468605,0.017842877781079847,68071,5527,610494,15
trace,3,100,0.5,0.05,0.9910267320086306,0.9249028506209408,0.9997796903915636,0.9608847858614946,0.008972096730468605,0.11273445619014111,68071,5527,610494,15
trace,3,100,0.5,0.1,0.9910267320086306,0.9249028506209408,0.9997796903915636,0.9608847858614946,0.008972096730468605,0.14752872809408935,68071,5527,610494,15
trace,3,100,1.0,auto,0.9925678633471376,0.9369468569776884,0.9997943776987928,0.967350911971806,0.007436434796865691,0.09345826069773067,68072,4581,611440,14
trace,3,100,1.0,0.01,0.9925678633471376,0.9369468569776884,0.9997943776987928,0.967350911971806,0.007436434796865691,0.027819255819300448,68072,4581,611440,14
trace,3,100,1.0,0.05,0.9925678633471376,0.9369468569776884,0.9997943776987928,0.967350911971806,0.007436434796865691,0.1161081812165653,68072,4581,611440,14
trace,3,100,1.0,0.1,0.9925678633471376,0.9369468569776884,0.9997943776987928,0.967350911971806,0.007436434796865691,0.14681132336798786,68072,4581,611440,14
trace,3,200,auto,auto,0.9408104476652394,0.651146330498991,0.9998825015421673,0.7886837699913691,0.05920739715042182,0.11059433732399415,68078,36473,579548,8
trace,3,200,auto,0.01,0.9408104476652394,0.651146330498991,0.9998825015421673,0.7886837699913691,0.05920739715042182,-0.04162855131106691,68078,36473,579548,8
trace,3,200,auto,0.05,0.9408104476652394,0.651146330498991,0.9998825015421673,0.7886837699913691,0.05920739715042182,0.006323263081883357,68078,36473,579548,8
trace,3,200,auto,0.1,0.9408104476652394,0.651146330498991,0.9998825015421673,0.7886837699913691,0.05920739715042182,0.053257465758699496,68078,36473,579548,8
trace,3,200,0.5,auto,0.9888083022664176,0.9079075474466184,0.9998237523132509,0.9516513472896935,0.011209033458274962,0.09154822519028638,68074,6905,609116,12
trace,3,200,0.5,0.01,0.9888083022664176,0.9079075474466184,0.9998237523132509,0.9516513472896935,0.011209033458274962,0.009221754786530645,68074,6905,609116,12
trace,3,200,0.5,0.05,0.9888083022664176,0.9079075474466184,0.9998237523132509,0.9516513472896935,0.011209033458274962,0.10222328153075899,68074,6905,609116,12
trace,3,200,0.5,0.1,0.9888083022664176,0.9079075474466184,0.9998237523132509,0.9516513472896935,0.011209033458274962,0.13780127304504364,68074,6905,609116,12
trace,3,200,1.0,auto,0.9915080377208824,0.9286386641747268,0.9997943776987928,0.9629037619616801,0.008491593630736614,0.0946343421308724,68072,5231,610790,14
trace,3,200,1.0,0.01,0.9915080377208824,0.9286386641747268,0.9997943776987928,0.9629037619616801,0.008491593630736614,0.025417538444066357,68072,5231,610790,14
trace,3,200,1.0,0.05,0.9915080377208824,0.9286386641747268,0.9997943776987928,0.9629037619616801,0.008491593630736614,0.11691903001936965,68072,5231,610790,14
trace,3,200,1.0,0.1,0.9915080377208824,0.9286386641747268,0.9997943776987928,0.9629037619616801,0.008491593630736614,0.1464127497206384,68072,5231,610790,14
trace,4,50,auto,auto,0.9546046428093157,0.708821355321652,0.9999559380783127,0.8295874787525055,0.04540104963954151,0.11030314764827376,68083,27968,588053,3
trace,4,50,auto,0.01,0.9546046428093157,0.708821355321652,0.9999559380783127,0.8295874787525055,0.04540104963954151,-0.057289705529356194,68083,27968,588053,3
trace,4,50,auto,0.05,0.9546046428093157,0.708821355321652,0.9999559380783127,0.8295874787525055,0.04540104963954151,0.008915185883447085,68083,27968,588053,3
trace,4,50,auto,0.1,0.9546046428093157,0.708821355321652,0.9999559380783127,0.8295874787525055,0.04540104963954151,0.05009666673217228,68083,27968,588053,3
trace,4,50,0.5,auto,0.9841953889563205,0.8748746947693099,0.9998237523132509,0.9331852826671053,0.01580465601010355,0.07977761831089636,68074,9736,606285,12
trace,4,50,0.5,0.01,0.9841953889563205,0.8748746947693099,0.9998237523132509,0.9331852826671053,0.01580465601010355,-0.012873001391874639,68074,9736,606285,12
trace,4,50,0.5,0.05,0.9841953889563205,0.8748746947693099,0.9998237523132509,0.9331852826671053,0.01580465601010355,0.0889242302071569,68074,9736,606285,12
trace,4,50,0.5,0.1,0.9841953889563205,0.8748746947693099,0.9998237523132509,0.9331852826671053,0.01580465601010355,0.11994854653806303,68074,9736,606285,12
trace,4,50,1.0,auto,0.9952045283374941,0.958380851812742,0.9997503157771054,0.9786285771793748,0.004798537712188383,0.13518462033311607,68069,2956,613065,17
trace,4,50,1.0,0.01,0.9952045283374941,0.958380851812742,0.9997503157771054,0.9786285771793748,0.004798537712188383,0.05792281563526691,68069,2956,613065,17
trace,4,50,1.0,0.05,0.9952045283374941,0.958380851812742,0.9997503157771054,0.9786285771793748,0.004798537712188383,0.15422679341849888,68069,2956,613065,17
trace,4,50,1.0,0.1,0.9952045283374941,0.958380851812742,0.9997503157771054,0.9786285771793748,0.004798537712188383,0.1822630919249214,68069,2956,613065,17
trace,4,100,auto,auto,0.9360384880898696,0.6309541461244764,0.9999853126927709,0.7737195586213166,0.06464552344806428,0.10493855346896963,68085,39823,576198,1
trace,4,100,auto,0.01,0.9360384880898696,0.6309541461244764,0.9999853126927709,0.7737195586213166,0.06464552344806428,-0.05690763316626246,68085,39823,576198,1
trace,4,100,auto,0.05,0.9360384880898696,0.6309541461244764,0.9999853126927709,0.7737195586213166,0.06464552344806428,-0.001109332586610834,68085,39823,576198,1
trace,4,100,auto,0.1,0.9360384880898696,0.6309541461244764,0.9999853126927709,0.7737195586213166,0.06464552344806428,0.04994681861881023,68085,39823,576198,1
trace,4,100,0.5,auto,0.9862033292349383,0.8887771888137452,0.99983843962048,0.941042300248825,0.013829074008840607,0.0878557594984769,68075,8519,607502,11
trace,4,100,0.5,0.01,0.9862033292349383,0.8887771888137452,0.99983843962048,0.941042300248825,0.013829074008840607,-0.003076798707908779,68075,8519,607502,11
trace,4,100,0.5,0.05,0.9862033292349383,0.8887771888137452,0.99983843962048,0.941042300248825,0.013829074008840607,0.09690067822621778,68075,8519,607502,11
trace,4,100,0.5,0.1,0.9862033292349383,0.8887771888137452,0.99983843962048,0.941042300248825,0.013829074008840607,0.1250616332829746,68075,8519,607502,11
trace,4,100,1.0,auto,0.9929023201154233,0.9396231623990614,0.9997796903915636,0.9687684567817777,0.007100407291309874,0.11630105072310137,68071,4374,611647,15
trace,4,100,1.0,0.01,0.9929023201154233,0.9396231623990614,0.9997796903915636,0.9687684567817777,0.007100407291309874,0.044020100867385614,68071,4374,611647,15
trace,4,100,1.0,0.05,0.9929023201154233,0.9396231623990614,0.9997796903915636,0.9687684567817777,0.007100407291309874,0.13774298900619752,68071,4374,611647,15
trace,4,100,1.0,0.1,0.9929023201154233,0.9396231623990614,0.9997796903915636,0.9687684567817777,0.007100407291309874,0.16892382485117075,68071,4374,611647,15
trace,4,200,auto,auto,0.8973596497918545,0.515772249325778,0.9999706253855418,0.6805337598080864,0.10376269640158371,0.09309236523400444,68084,63920,552101,2
trace,4,200,auto,0.01,0.8973596497918545,0.515772249325778,0.9999706253855418,0.6805337598080864,0.10376269640158371,-0.06263084708145727,68084,63920,552101,2
trace,4,200,auto,0.05,0.8973596497918545,0.515772249325778,0.9999706253855418,0.6805337598080864,0.10376269640158371,-0.013016610899970749,68084,63920,552101,2
trace,4,200,auto,0.1,0.8973596497918545,0.515772249325778,0.9999706253855418,0.6805337598080864,0.10376269640158371,0.03488058954365225,68084,63920,552101,2
trace,4,200,0.5,auto,0.9871955098502437,0.8951216305062459,0.9998237523132509,0.9445801187767109,0.012947610552237667,0.09154728841151905,68074,7976,608045,12
trace,4,200,0.5,0.01,0.9871955098502437,0.8951216305062459,0.9998237523132509,0.9445801187767109,0.012947610552237667,0.003455666335734797,68074,7976,608045,12
trace,4,200,0.5,0.05,0.9871955098502437,0.8951216305062459,0.9998237523132509,0.9445801187767109,0.012947610552237667,0.09845530382246276,68074,7976,608045,12
trace,4,200,0.5,0.1,0.9871955098502437,0.8951216305062459,0.9998237523132509,0.9445801187767109,0.012947610552237667,0.13292814310766382,68074,7976,608045,12
trace,4,200,1.0,auto,0.993845406837319,0.9472461106008739,0.9997796903915636,0.9728041844113527,0.0061540109833918,0.1170743028406076,68071,3791,612230,15
trace,4,200,1.0,0.01,0.993845406837319,0.9472461106008739,0.9997796903915636,0.9728041844113527,0.0061540109833918,0.043985660367746204,68071,3791,612230,15
trace,4,200,1.0,0.05,0.993845406837319,0.9472461106008739,0.9997796903915636,0.9728041844113527,0.0061540109833918,0.1368876681042973,68071,3791,612230,15
trace,4,200,1.0,0.1,0.993845406837319,0.9472461106008739,0.9997796903915636,0.9728041844113527,0.0061540109833918,0.1684428326573995,68071,3791,612230,15
